user_id,watch_time_hours,avg_session_mins,top_genres,total_sessions,weekend_ratio,completion_rate
USR-1457,14.56,40.82,"Animation,Family",14,0.37,0.77
USR-1458,10.42,31.41,Animation,14,0.5,0.88
USR-1459,10.74,47.28,"Animation,Comedy",15,0.57,0.59
USR-1460,11.65,36.99,"Animation,Comedy",7,0.58,0.62
USR-1461,11.42,29.63,"Animation,Family",23,0.37,0.42
USR-1462,9.6,37.74,"Comedy,Animation",13,0.51,0.88
USR-1463,16.24,42.05,Family,19,0.43,0.62
USR-1464,12.4,43.85,Comedy,13,0.31,0.76
USR-1465,9.92,35.55,Family,18,0.35,0.9
USR-1466,13.73,31.74,"Animation,Comedy",13,0.44,0.73
USR-1467,7.61,29.13,"Family,Animation",20,0.63,0.53
USR-1468,4.69,31.35,"Comedy,Animation",22,0.3,0.46
USR-1469,9.09,27.92,"Comedy,Family",15,0.32,0.5
USR-1470,13.32,31.49,Family,8,0.38,0.41
USR-1471,14.12,41.44,"Family,Comedy",13,0.61,0.79
USR-1472,9.79,43.95,Family,12,0.42,0.66
USR-1473,13.56,38.04,"Family,Comedy",19,0.61,0.64
USR-1474,4.95,41.46,"Animation,Family",9,0.18,0.86
USR-1475,9.27,35.08,"Animation,Comedy",20,0.42,0.69
USR-1476,14.32,41.13,"Family,Comedy",19,0.5,0.54
USR-1477,8.31,34.26,"Animation,Family",18,0.32,0.71
USR-1478,16.74,23.79,Family,20,0.56,0.6
USR-1479,8.78,33.06,Family,10,0.42,0.65
USR-1480,11.09,38.91,"Animation,Family",14,0.39,0.85
USR-1481,6.64,26.22,Animation,12,0.42,0.58
USR-1482,13.62,36.93,"Comedy,Animation",22,0.46,0.72
USR-1483,8.12,20.35,Comedy,19,0.63,0.65
USR-1484,8.96,27.97,"Comedy,Family",16,0.46,0.62
USR-1485,9.18,39.85,"Animation,Comedy",21,0.42,0.56
USR-1486,11.17,41.0,"Comedy,Family",7,0.39,0.61
USR-1487,13.24,35.01,"Animation,Family",12,0.19,0.82
USR-1488,14.36,34.84,"Comedy,Animation",14,0.26,0.61
USR-1489,10.96,43.13,"Animation,Comedy",13,0.27,0.31
USR-1490,8.51,27.95,"Comedy,Family",13,0.64,0.7
USR-1491,15.38,32.48,Family,19,0.36,0.22
USR-1492,10.56,38.14,Family,9,0.18,0.76
USR-1493,10.22,38.94,Animation,19,0.44,0.49
USR-1494,9.98,46.42,Comedy,10,0.41,0.6
USR-1495,14.35,43.61,Animation,17,0.51,0.78
USR-1496,10.48,32.82,"Animation,Comedy",19,0.48,0.78
USR-1497,7.28,44.98,Animation,23,0.6,0.58
USR-1498,8.66,39.44,"Family,Animation",16,0.38,0.65
USR-1499,11.8,40.7,"Family,Comedy",14,0.52,0.66
USR-1500,8.99,38.41,"Family,Comedy",17,0.69,0.85
USR-1501,8.82,38.68,Family,17,0.33,0.71
USR-1502,11.91,31.05,Family,14,0.39,0.52
USR-1503,13.03,33.42,"Comedy,Animation",24,0.25,0.7
USR-1504,12.06,35.15,Comedy,26,0.43,0.47
USR-1505,12.33,41.0,"Family,Animation",13,0.55,0.5
USR-1506,9.77,38.7,"Animation,Family",16,0.29,0.74
USR-1507,6.55,41.43,"Comedy,Animation",22,0.44,0.58
USR-1508,11.57,29.32,Comedy,18,0.3,0.66
USR-1509,10.34,32.74,Comedy,22,0.62,0.59
USR-1510,12.64,51.97,"Comedy,Family",14,0.58,0.82
USR-1511,17.18,36.08,Animation,22,0.47,0.87
USR-1512,11.39,40.64,"Comedy,Family",14,0.31,0.65
USR-1513,8.94,34.1,Animation,23,0.26,0.9
USR-1514,15.07,41.15,"Comedy,Family",26,0.31,0.76
USR-1515,7.35,41.3,Family,19,0.28,0.52
USR-1516,14.25,41.46,"Family,Animation",17,0.41,0.6
USR-1517,11.8,38.72,Family,23,0.51,0.99
USR-1518,10.12,33.06,Family,24,0.49,0.33
USR-1519,11.63,38.18,"Comedy,Family",10,0.5,0.71
USR-1520,13.81,25.23,Comedy,20,0.48,0.48
USR-1521,14.14,48.14,Comedy,21,0.43,0.68
USR-1522,9.78,35.48,"Family,Comedy",21,0.37,0.52
USR-1523,13.14,41.05,Animation,12,0.42,0.67
USR-1524,13.27,32.89,"Animation,Family",23,0.23,0.56
USR-1525,9.65,31.67,Animation,17,0.43,0.81
USR-1526,10.77,32.07,Animation,23,0.54,0.64
USR-1527,15.47,41.5,Comedy,19,0.28,0.82
USR-1528,13.68,39.72,"Comedy,Animation",19,0.41,0.62
USR-1529,13.87,41.11,"Animation,Comedy",14,0.48,0.69
USR-1530,5.99,23.35,Animation,18,0.3,0.66
USR-1531,14.04,51.95,"Comedy,Animation",19,0.38,0.39
USR-1532,11.04,47.01,Comedy,9,0.59,0.74
USR-1533,14.7,26.61,Family,20,0.62,0.76
USR-1534,9.77,28.82,"Comedy,Animation",24,0.37,0.89
USR-1535,12.54,35.04,Animation,21,0.19,0.81
USR-1536,8.94,30.36,"Family,Comedy",17,0.15,0.55
USR-1537,7.72,34.32,"Animation,Family",13,0.67,0.5
USR-1538,3.77,47.07,Family,15,0.39,0.47
USR-1539,14.85,48.65,"Comedy,Animation",13,0.34,0.62
USR-1540,10.73,46.5,"Animation,Family",22,0.52,0.69
USR-1541,4.96,42.44,Comedy,18,0.3,0.62
USR-1542,12.91,30.6,Animation,15,0.56,0.42
USR-1543,4.53,37.82,"Animation,Comedy",29,0.35,0.72
USR-1544,12.21,37.37,Comedy,17,0.59,0.41
USR-1545,10.07,45.85,"Comedy,Animation",18,0.46,0.86
USR-1546,10.25,31.87,"Animation,Family",22,0.36,0.66
USR-1547,9.97,26.51,"Family,Animation",14,0.39,0.71
USR-1548,11.75,23.57,Comedy,23,0.45,0.82
USR-1549,11.9,45.42,Comedy,17,0.41,0.61
USR-1550,10.38,33.14,"Animation,Family",17,0.32,0.79
USR-1551,10.97,44.63,"Animation,Comedy",11,0.37,0.57
USR-1552,8.86,32.23,Family,17,0.3,0.56
USR-1553,9.81,35.92,Family,26,0.63,0.67
USR-1554,13.57,37.23,Family,11,0.35,0.62
USR-1555,10.23,35.43,"Comedy,Family",13,0.46,0.67
USR-1556,9.4,42.79,Family,11,0.27,0.92
USR-1557,2.58,33.74,"Family,Animation",18,0.46,0.51
USR-1558,13.9,26.24,Comedy,15,0.47,0.81
USR-1559,6.29,54.52,Animation,13,0.24,0.73
USR-1560,9.46,32.53,Animation,20,0.48,0.87
USR-1561,8.69,41.78,"Animation,Comedy",20,0.46,0.53
USR-1562,11.77,44.96,Family,6,0.32,0.67
USR-1563,14.35,40.43,Comedy,24,0.26,0.26
USR-1564,8.94,44.0,Animation,9,0.27,0.74
USR-1565,7.31,31.0,"Animation,Comedy",17,0.38,0.7
USR-1566,14.85,42.16,Animation,12,0.41,0.44
USR-1567,9.99,28.56,"Family,Animation",27,0.22,0.37
USR-1568,10.86,35.99,Family,16,0.37,0.56
USR-1569,8.49,36.79,Comedy,7,0.54,0.79
USR-1570,10.65,37.6,Family,23,0.36,0.85
USR-1571,11.46,37.36,Family,16,0.35,0.57
USR-1572,14.32,50.08,Comedy,11,0.31,0.68
USR-1573,6.03,36.66,"Animation,Family",10,0.58,0.59
USR-1574,12.86,28.79,Animation,13,0.39,0.8
USR-1575,16.21,41.28,"Animation,Family",16,0.36,0.44
USR-1576,13.75,23.31,"Family,Animation",12,0.64,0.67
USR-1577,11.03,40.46,"Animation,Comedy",17,0.45,0.75
USR-1578,12.7,29.1,"Animation,Family",16,0.63,0.49
USR-1579,8.06,45.69,Family,24,0.49,0.57
USR-1580,6.25,30.17,"Family,Animation",14,0.32,0.81
USR-1581,8.85,38.86,Comedy,10,0.26,0.65
USR-1582,8.31,33.96,"Comedy,Animation",15,0.49,0.66
USR-1583,11.44,38.85,"Family,Animation",19,0.42,0.48
USR-1584,14.19,51.54,"Animation,Comedy",18,0.35,0.62
USR-1585,8.0,35.24,"Comedy,Animation",22,0.32,0.54
USR-1586,11.03,44.86,Family,25,0.41,0.63
USR-1587,14.08,35.41,"Animation,Comedy",20,0.52,0.47
USR-1588,15.58,23.82,Comedy,21,0.45,0.71
USR-1589,8.72,38.2,"Family,Comedy",20,0.43,0.59
USR-1590,8.13,38.2,"Comedy,Family",12,0.53,0.87
USR-1591,7.75,30.14,Animation,17,0.42,0.46
USR-1592,10.82,35.01,Comedy,11,0.26,0.65
USR-1593,11.14,32.07,"Family,Comedy",5,0.3,0.71
USR-1594,13.13,33.06,Comedy,14,0.16,0.67
USR-1595,12.88,35.15,"Animation,Comedy",14,0.72,0.75
USR-1596,19.15,41.79,Family,15,0.42,0.61
USR-1597,10.14,41.18,"Family,Animation",18,0.37,0.5
USR-1598,12.83,37.98,"Family,Comedy",18,0.3,0.79
USR-1599,8.39,37.47,"Animation,Family",27,0.33,0.82
USR-1600,10.58,34.51,Comedy,25,0.48,0.37
USR-1601,43.91,80.9,"Sci-Fi,Action",35,0.73,0.92
USR-1602,34.41,98.02,"Sci-Fi,Thriller",40,0.44,0.77
USR-1603,26.49,92.72,Action,48,0.54,0.91
USR-1604,43.16,100.25,"Sci-Fi,Action",46,0.68,0.9
USR-1605,39.52,92.45,Thriller,49,0.48,0.77
USR-1606,38.55,85.97,Action,47,0.5,0.83
USR-1607,38.06,100.59,Thriller,43,0.58,0.75
USR-1608,31.4,74.11,"Action,Thriller",28,0.43,0.9
USR-1609,38.23,68.31,"Action,Sci-Fi",62,0.42,0.83
USR-1610,31.86,81.67,Thriller,51,0.53,0.89
USR-1611,41.62,86.66,Sci-Fi,45,0.73,0.81
USR-1612,53.17,103.7,Thriller,43,0.72,0.9
USR-1613,36.68,82.72,"Sci-Fi,Action",56,0.61,0.9
USR-1614,50.14,83.66,Thriller,29,0.69,0.71
USR-1615,48.46,96.28,Sci-Fi,36,0.64,0.63
USR-1616,24.0,91.33,Thriller,21,0.39,0.96
USR-1617,38.93,82.22,Sci-Fi,47,0.35,0.87
USR-1618,28.7,93.66,"Sci-Fi,Thriller",40,0.5,0.78
USR-1619,40.08,104.54,Sci-Fi,35,0.7,0.72
USR-1620,40.79,88.01,"Thriller,Action",43,0.53,0.82
USR-1621,28.21,87.96,Action,43,0.66,0.88
USR-1622,37.34,82.24,"Sci-Fi,Thriller",16,0.3,0.9
USR-1623,26.33,81.39,Thriller,41,0.69,0.99
USR-1624,42.62,92.29,"Thriller,Sci-Fi",48,0.74,0.67
USR-1625,52.68,81.22,"Thriller,Action",41,0.52,0.81
USR-1626,54.41,87.24,Sci-Fi,41,0.54,0.9
USR-1627,44.17,87.41,"Thriller,Sci-Fi",60,0.69,0.86
USR-1628,51.58,81.72,"Thriller,Sci-Fi",43,0.66,0.73
USR-1629,39.18,100.15,"Action,Thriller",60,0.64,0.66
USR-1630,43.62,82.29,"Action,Sci-Fi",46,0.69,0.8
USR-1631,27.3,103.06,Action,49,0.5,0.83
USR-1632,33.61,76.43,Sci-Fi,54,0.59,1.0
USR-1633,30.41,93.21,Sci-Fi,51,0.62,0.89
USR-1634,39.27,79.21,Action,55,0.56,0.93
USR-1635,34.05,91.63,"Thriller,Action",38,0.55,0.9
USR-1636,32.42,93.66,"Thriller,Sci-Fi",48,0.56,0.86
USR-1637,29.72,91.8,Thriller,29,0.46,0.89
USR-1638,33.7,82.09,"Sci-Fi,Thriller",52,0.82,0.77
USR-1639,27.02,83.29,Action,24,0.55,0.64
USR-1640,35.92,104.43,"Action,Thriller",48,0.38,0.98
USR-1641,34.31,79.68,Thriller,52,0.66,0.97
USR-1642,37.03,84.78,Action,39,0.55,0.89
USR-1643,35.13,101.21,"Sci-Fi,Action",56,0.52,0.8
USR-1644,27.73,87.39,"Sci-Fi,Thriller",39,0.37,0.98
USR-1645,43.8,90.72,Sci-Fi,60,0.66,0.94
USR-1646,28.79,76.49,Action,16,0.42,0.83
USR-1647,39.19,75.31,"Action,Sci-Fi",37,0.38,0.87
USR-1648,45.44,78.6,Sci-Fi,45,0.61,0.93
USR-1649,35.3,97.44,Action,40,0.61,0.71
USR-1650,39.08,78.25,"Sci-Fi,Action",54,0.66,0.96
USR-1651,32.06,82.24,Sci-Fi,51,0.41,0.69
USR-1652,35.88,99.69,Thriller,43,0.64,0.78
USR-1653,48.91,68.88,Sci-Fi,19,0.57,0.98
USR-1654,47.74,85.68,Action,31,0.53,0.76
USR-1655,29.88,93.64,Sci-Fi,37,0.4,0.71
USR-1656,34.36,77.94,"Thriller,Sci-Fi",27,0.69,0.89
USR-1657,39.91,104.65,Action,39,0.75,0.74
USR-1658,51.76,79.59,"Sci-Fi,Thriller",52,0.37,0.84
USR-1659,30.47,71.18,Action,61,0.69,1.0
USR-1660,33.57,89.36,"Sci-Fi,Thriller",18,0.59,0.81
USR-1661,48.8,88.53,"Thriller,Action",53,0.55,0.91
USR-1662,48.65,91.81,"Action,Sci-Fi",48,0.78,0.83
USR-1663,43.14,92.11,"Action,Thriller",45,0.45,0.95
USR-1664,36.59,93.27,Thriller,40,0.55,0.9
USR-1665,36.25,69.64,Action,33,0.61,1.0
USR-1666,38.73,99.42,Action,40,0.36,0.84
USR-1667,37.36,97.76,"Action,Thriller",46,0.81,0.98
USR-1668,42.25,94.75,Thriller,43,0.61,0.88
USR-1669,46.35,65.0,"Sci-Fi,Action",55,0.33,0.55
USR-1670,41.71,90.44,"Thriller,Sci-Fi",34,0.63,0.94
USR-1671,46.01,91.37,Sci-Fi,42,0.39,0.68
USR-1672,38.48,82.19,Action,42,0.53,0.89
USR-1673,43.51,89.47,Sci-Fi,46,0.61,1.0
USR-1674,46.09,88.31,"Thriller,Action",40,0.61,0.82
USR-1675,37.5,86.52,"Sci-Fi,Action",47,0.55,0.69
USR-1676,46.81,81.89,Thriller,50,0.54,0.83
USR-1677,47.37,88.67,Thriller,45,0.33,0.87
USR-1678,52.28,92.93,Sci-Fi,44,0.58,0.74
USR-1679,39.52,98.35,"Sci-Fi,Action",35,0.51,0.9
USR-1680,27.79,81.51,Action,48,0.44,0.73
USR-1681,25.73,82.04,Action,39,0.5,0.81
USR-1682,36.41,85.27,Thriller,47,0.27,0.84
USR-1683,34.11,78.33,"Action,Thriller",46,0.76,0.97
USR-1684,41.85,84.46,Action,55,0.57,0.78
USR-1685,32.64,94.83,"Action,Thriller",41,0.73,0.89
USR-1686,36.89,80.44,Sci-Fi,48,0.45,0.77
USR-1687,31.55,97.34,Sci-Fi,35,0.65,0.72
USR-1688,27.61,81.7,"Sci-Fi,Action",52,0.56,0.68
USR-1689,41.22,91.83,"Thriller,Sci-Fi",34,0.62,0.91
USR-1690,29.71,81.82,Action,39,0.68,0.79
USR-1691,34.97,70.12,"Sci-Fi,Thriller",46,0.42,0.61
USR-1692,49.7,74.9,"Thriller,Sci-Fi",25,0.26,0.82
USR-1693,44.12,89.92,"Action,Sci-Fi",40,0.79,0.85
USR-1694,35.11,92.06,Sci-Fi,43,0.52,0.68
USR-1695,40.63,95.16,Action,51,0.51,0.75
USR-1696,51.15,87.99,Sci-Fi,39,0.46,0.93
USR-1697,37.98,99.16,"Sci-Fi,Action",49,0.44,0.8
USR-1698,40.85,88.79,Thriller,55,0.67,0.89
USR-1699,40.77,99.08,Action,32,0.63,0.94
USR-1700,37.18,84.96,"Sci-Fi,Action",35,0.62,0.93
USR-1701,40.11,82.67,Sci-Fi,42,0.38,1.0
USR-1702,36.82,104.57,"Sci-Fi,Action",56,0.66,0.9
USR-1703,46.65,101.21,Thriller,53,0.44,0.9
USR-1704,47.72,86.36,"Sci-Fi,Thriller",43,0.59,0.87
USR-1705,47.62,86.11,Action,47,0.28,0.81
USR-1706,24.0,101.7,Action,34,0.5,0.84
USR-1707,46.37,75.9,"Sci-Fi,Thriller",55,0.59,0.84
USR-1708,44.29,79.97,"Action,Thriller",44,0.94,0.85
USR-1709,33.23,67.8,Sci-Fi,52,0.36,1.0
USR-1710,40.12,92.6,Action,67,0.62,1.0
USR-1711,34.78,83.02,"Sci-Fi,Thriller",43,0.63,0.86
USR-1712,31.08,86.34,Thriller,42,0.7,0.68
USR-1713,42.86,101.99,"Thriller,Action",34,0.64,0.76
USR-1714,35.77,91.83,Thriller,36,0.55,0.77
USR-1715,29.6,76.18,"Sci-Fi,Thriller",57,0.63,0.93
USR-1716,41.34,83.39,Thriller,52,0.48,0.84
USR-1717,42.26,94.9,"Action,Sci-Fi",53,0.55,0.8
USR-1718,35.57,88.04,"Thriller,Action",61,0.61,0.82
USR-1719,25.79,97.31,Action,39,0.29,0.87
USR-1720,37.71,77.69,"Sci-Fi,Action",34,0.53,0.98
USR-1721,41.6,84.48,Sci-Fi,51,0.59,0.92
USR-1722,37.55,76.13,"Action,Thriller",55,0.48,0.95
USR-1723,41.47,114.92,Thriller,33,0.63,0.98
USR-1724,29.8,107.73,"Thriller,Action",49,0.69,0.84
USR-1725,45.92,90.55,"Thriller,Sci-Fi",64,0.5,0.8
USR-1726,35.73,84.66,Thriller,50,0.52,0.93
USR-1727,31.24,107.45,Thriller,48,0.63,0.84
USR-1728,37.63,92.11,Action,42,0.36,0.74
USR-1729,42.21,98.45,"Action,Sci-Fi",47,0.51,0.92
USR-1730,30.09,104.29,"Sci-Fi,Action",28,0.66,0.87
USR-1731,49.25,79.65,"Sci-Fi,Thriller",59,0.55,0.79
USR-1732,36.06,96.09,Sci-Fi,39,0.52,0.77
USR-1733,41.09,65.0,Thriller,41,0.53,0.92
USR-1734,38.89,100.28,"Action,Sci-Fi",44,0.57,0.85
USR-1735,46.44,80.85,"Thriller,Action",50,0.25,0.85
USR-1736,39.03,85.22,Sci-Fi,57,0.52,0.94
USR-1737,48.63,101.12,"Sci-Fi,Action",41,0.56,0.72
USR-1738,43.61,67.85,Action,38,0.64,0.76
USR-1739,30.03,100.86,"Thriller,Action",46,0.62,0.95
USR-1740,24.0,94.35,"Thriller,Sci-Fi",37,0.78,0.81
USR-1741,42.37,82.27,"Sci-Fi,Thriller",55,0.61,0.7
USR-1742,34.49,91.86,Thriller,53,0.51,0.86
USR-1743,39.68,93.28,Action,72,0.47,1.0
USR-1744,35.46,85.66,"Thriller,Sci-Fi",71,0.45,0.77
USR-1745,37.09,100.64,"Action,Thriller",52,0.85,0.82
USR-1746,31.88,90.46,Sci-Fi,36,0.51,0.84
USR-1747,45.59,86.95,"Action,Thriller",50,0.2,0.73
USR-1748,44.22,78.76,Sci-Fi,47,0.52,0.67
USR-1749,32.31,86.09,Sci-Fi,59,0.45,0.75
USR-1750,42.32,80.04,"Action,Thriller",35,0.52,0.91
USR-1751,40.02,81.92,Action,42,0.59,0.89
USR-1752,34.69,83.16,Action,46,0.59,0.93
USR-1753,37.5,88.74,Thriller,38,0.63,0.89
USR-1754,40.32,88.81,Thriller,44,0.6,0.84
USR-1755,33.59,72.67,Thriller,52,0.57,0.95
USR-1756,41.37,88.26,Thriller,41,0.58,0.8
USR-1757,48.35,88.19,"Thriller,Sci-Fi",46,0.73,0.81
USR-1758,40.92,80.48,Sci-Fi,46,0.33,0.91
USR-1759,42.01,89.73,Sci-Fi,46,0.4,0.76
USR-1760,38.64,99.04,Sci-Fi,42,0.57,0.87
USR-1761,37.35,79.95,"Sci-Fi,Action",47,0.44,0.97
USR-1762,34.17,94.61,"Sci-Fi,Thriller",32,0.59,0.95
USR-1763,36.7,77.71,"Action,Sci-Fi",56,0.53,0.77
USR-1764,38.97,86.86,Sci-Fi,31,0.23,0.93
USR-1765,37.84,100.02,Sci-Fi,40,0.53,1.0
USR-1766,46.57,89.32,Action,47,0.54,1.0
USR-1767,33.23,84.9,"Thriller,Sci-Fi",36,0.48,0.66
USR-1768,35.49,87.48,"Action,Sci-Fi",43,0.69,0.73
USR-1769,30.17,78.7,"Sci-Fi,Thriller",60,0.51,0.92
USR-1770,31.95,87.43,"Thriller,Action",41,0.57,0.86
USR-1771,39.03,95.89,Sci-Fi,48,0.52,0.98
USR-1772,32.32,94.28,"Sci-Fi,Thriller",42,0.43,0.85
USR-1773,37.59,90.41,"Action,Sci-Fi",54,0.4,0.94
USR-1774,30.29,93.88,"Sci-Fi,Action",51,0.58,0.76
USR-1775,31.02,93.99,Sci-Fi,43,0.43,0.87
USR-1776,41.83,86.44,"Sci-Fi,Action",59,0.47,0.88
USR-1777,35.74,90.21,"Action,Sci-Fi",50,0.57,0.97
USR-1778,53.23,96.71,Sci-Fi,54,0.48,0.77
USR-1779,33.53,74.49,"Action,Sci-Fi",46,0.54,0.86
USR-1780,34.61,118.77,Sci-Fi,58,0.67,0.68
USR-1781,35.95,85.62,"Action,Sci-Fi",37,0.52,0.81
USR-1782,36.48,87.79,"Thriller,Action",44,0.43,0.9
USR-1783,42.11,83.26,Action,45,0.69,0.94
USR-1784,33.0,87.7,"Action,Sci-Fi",52,0.55,0.78
USR-1785,36.35,78.33,Thriller,40,0.6,0.71
USR-1786,28.57,91.81,Action,40,0.48,0.84
USR-1787,36.7,82.07,Action,46,0.67,0.81
USR-1788,30.65,92.21,Thriller,55,0.56,0.76
USR-1789,43.62,96.1,"Sci-Fi,Thriller",46,0.43,0.82
USR-1790,41.86,80.44,"Thriller,Action",41,0.76,0.96
USR-1791,35.01,93.43,"Action,Thriller",31,0.56,0.94
USR-1792,37.44,95.22,Action,42,0.86,0.97
USR-1793,29.82,95.87,"Thriller,Sci-Fi",46,0.71,0.85
USR-1794,47.17,86.38,"Thriller,Sci-Fi",38,0.62,0.84
USR-1795,30.63,86.48,Sci-Fi,34,0.7,0.97
USR-1796,44.7,87.16,"Thriller,Action",44,0.4,0.89
USR-1797,39.1,116.44,"Action,Sci-Fi",55,0.59,0.85
USR-1798,44.51,78.84,Thriller,56,0.29,0.91
USR-1799,39.62,82.39,Thriller,24,0.65,0.84
USR-1800,41.68,81.43,Thriller,44,0.35,0.78
USR-1801,32.42,86.34,"Sci-Fi,Thriller",48,0.58,0.78
USR-1802,39.98,99.24,Action,59,0.79,0.78
USR-1803,40.7,82.71,"Action,Sci-Fi",34,0.46,1.0
USR-1804,42.54,95.88,Action,38,0.73,0.85
USR-1805,29.97,100.54,"Sci-Fi,Action",63,0.58,0.91
USR-1806,38.71,93.33,Thriller,35,0.86,0.78
USR-1807,48.56,91.83,Action,63,0.42,0.93
USR-1808,46.96,86.23,"Sci-Fi,Action",33,0.46,0.66
USR-1809,40.79,96.32,Sci-Fi,50,0.56,0.88
USR-1810,51.67,87.36,Sci-Fi,41,0.53,0.81
USR-1811,36.02,98.47,Action,47,0.6,0.93
USR-1812,42.24,93.53,"Action,Thriller",41,0.49,0.69
USR-1813,32.98,96.9,"Sci-Fi,Action",60,0.56,1.0
USR-1814,51.35,70.67,"Action,Thriller",47,0.56,0.81
USR-1815,41.2,88.41,"Thriller,Sci-Fi",52,0.33,0.85
USR-1816,34.61,81.6,Thriller,46,0.53,0.82
USR-1817,43.78,76.78,Action,63,0.53,0.81
USR-1818,44.31,79.09,Action,52,0.55,0.93
USR-1819,38.49,77.75,Thriller,68,0.5,0.91
USR-1820,37.92,75.66,Sci-Fi,26,0.57,0.81
USR-1821,34.18,74.18,Sci-Fi,42,0.54,0.92
USR-1822,33.56,85.26,"Thriller,Action",44,0.62,0.68
USR-1823,32.19,74.95,Action,50,0.61,0.85
USR-1824,47.31,93.83,"Thriller,Action",40,0.79,0.88
USR-1825,34.73,110.63,Thriller,47,0.61,0.82
USR-1826,39.23,97.52,Sci-Fi,41,0.53,0.83
USR-1827,42.85,91.26,Sci-Fi,48,0.56,0.66
USR-1828,42.53,92.07,Thriller,45,0.39,0.85
USR-1829,25.45,81.26,Sci-Fi,34,0.43,0.91
USR-1830,35.68,104.9,"Action,Thriller",59,0.49,0.75
USR-1831,41.57,106.01,Thriller,48,0.78,0.72
USR-1832,36.82,90.1,"Sci-Fi,Thriller",45,0.55,0.93
USR-1833,42.2,90.54,"Action,Sci-Fi",25,0.45,0.75
USR-1834,44.54,80.61,"Thriller,Action",32,0.5,1.0
USR-1835,43.12,85.89,"Thriller,Sci-Fi",55,0.89,0.68
USR-1836,45.99,89.05,"Sci-Fi,Action",58,0.46,0.91
USR-1837,39.28,80.27,Sci-Fi,47,0.48,0.8
USR-1838,30.21,105.85,"Sci-Fi,Action",45,0.72,0.91
USR-1839,35.61,86.17,"Action,Sci-Fi",37,0.78,0.89
USR-1840,32.35,110.12,"Sci-Fi,Thriller",48,0.35,0.91
USR-1841,49.01,79.14,Thriller,54,0.55,0.79
USR-1842,27.87,96.19,Action,49,0.27,0.71
USR-1843,50.26,72.33,Sci-Fi,36,0.49,0.91
USR-1844,26.78,68.25,"Thriller,Sci-Fi",37,0.49,0.83
USR-1845,36.95,94.61,Action,55,0.47,0.72
USR-1846,42.71,100.91,"Thriller,Sci-Fi",70,0.95,1.0
USR-1847,27.58,80.16,Thriller,51,0.4,0.88
USR-1848,46.82,96.23,"Sci-Fi,Thriller",57,0.34,0.76
USR-1849,34.87,73.97,"Thriller,Sci-Fi",45,0.66,0.92
USR-1850,39.81,85.91,"Action,Sci-Fi",41,0.62,0.77
USR-1851,36.72,71.87,"Thriller,Sci-Fi",64,0.35,0.82
USR-1852,33.73,86.2,"Thriller,Action",58,0.39,0.82
USR-1853,46.12,97.84,Sci-Fi,55,0.58,0.87
USR-1854,37.94,82.82,Thriller,47,0.47,0.88
USR-1855,54.7,93.39,"Action,Thriller",57,0.52,0.75
USR-1856,31.65,85.03,Sci-Fi,41,0.86,1.0
USR-1857,53.62,92.37,"Action,Sci-Fi",34,0.61,0.68
USR-1858,34.35,84.71,"Action,Sci-Fi",61,0.52,0.74
USR-1859,52.06,99.45,"Sci-Fi,Thriller",49,0.6,0.98
USR-1860,39.29,79.71,Sci-Fi,28,0.43,0.76
USR-1861,50.08,99.6,"Thriller,Action",58,0.51,0.8
USR-1862,48.33,75.58,Action,33,0.57,0.81
USR-1863,38.26,101.93,Action,49,0.65,1.0
USR-1864,24.0,94.09,"Action,Sci-Fi",39,0.42,1.0
USR-1865,43.47,88.23,"Sci-Fi,Thriller",36,0.52,0.73
USR-1866,44.38,105.17,"Action,Sci-Fi",61,0.5,0.72
USR-1867,52.15,76.75,"Sci-Fi,Action",55,0.34,0.9
USR-1868,36.37,81.71,"Thriller,Sci-Fi",46,0.47,0.92
USR-1869,42.19,79.03,Action,50,0.56,0.76
USR-1870,38.04,72.68,"Thriller,Action",56,0.36,0.84
USR-1871,50.26,86.67,Thriller,38,0.4,0.92
USR-1872,37.65,78.2,"Thriller,Action",41,0.2,1.0
USR-1873,41.26,94.57,Sci-Fi,37,0.3,0.78
USR-1874,33.99,89.07,Action,41,0.65,0.79
USR-1875,37.63,99.84,Sci-Fi,38,0.46,0.76
USR-1876,34.48,95.56,"Sci-Fi,Action",42,0.59,0.88
USR-1877,39.92,85.23,"Thriller,Action",33,0.77,0.95
USR-1878,31.73,91.84,Sci-Fi,54,0.54,0.79
USR-1879,38.6,82.0,"Action,Sci-Fi",54,0.47,0.89
USR-1880,43.37,88.86,Action,39,0.61,0.82
USR-1881,24.0,75.09,Sci-Fi,48,0.67,0.68
USR-1882,33.52,89.68,"Sci-Fi,Thriller",21,0.57,0.89
USR-1883,33.38,84.16,"Sci-Fi,Action",42,0.71,1.0
USR-1884,44.56,83.36,Action,52,0.62,0.91
USR-1885,42.78,88.62,"Sci-Fi,Thriller",55,0.54,0.95
USR-1886,35.62,82.4,Action,56,0.57,0.92
USR-1887,42.14,90.59,Thriller,52,0.38,0.69
USR-1888,29.42,78.77,Thriller,60,0.46,0.77
USR-1889,33.96,96.62,"Thriller,Action",42,0.6,0.76
USR-1890,45.13,92.32,Thriller,52,0.4,0.81
USR-1891,29.99,97.52,"Sci-Fi,Action",56,0.53,0.91
USR-1892,27.94,84.18,"Sci-Fi,Action",45,0.75,0.78
USR-1893,44.86,87.64,Thriller,27,0.52,0.95
